GeneSymbol	NumberPerfect	NumberImperfect	RejectPerfect	RejectPerfectNotes	RejectImperfect	RejectImperfectNotes. In cases where F=/, this lists acceptable forms.
MPI	846	97	x		x	
MPL	455	134	x	monophosphoryl lipid\-A		
MPND	1	0				
MPO	1727	17				
MPP1	5	1				
MPP2	1	0				
MPP3	1	0				
MPP5	2	0				
MPP6	3	0				
MPP7	2	0				
MPRIP	1	0				
MPST	18	1	x	multiparty session types	x	
MPV17	17	0				
MPZ	42	1				
MPZL1	1	0				
MPZL2	3	0				
MR1	80	0				
MRAP	36	2			x	
MRAP2	7	0				
MRAS	2	93			x	
MRC1	37	26				
MRC2	8	3				
MRE11	35	23				
MREG	4	4		crummy	x	
MRFAP1L1	1	0				
MRGPRD	7	2				
MRGPRE	1	0				
MRGPRF	2	0				
MRGPRG	2	8				
MRGPRX2	2	1				
MRLN	7	0				
MRO	24	0	x			
MRPL10	0	2				
MRPL12	2	0				
MRPL18	3	0				
MRPL19	5	0				
MRPL2	0	1				
MRPL20	0	2				
MRPL21	1	0				
MRPL23	1	0				
MRPL24	2	0				
MRPL27	3	0				
MRPL28	2	0				
MRPL3	3	0				
MRPL34	1	0				
MRPL36	1	0				
MRPL37	1	0				
MRPL41	1	0				
MRPL48	0	2				
MRPL52	1	0				
MRPL58	1	0				
MRPL9	0	1				
MRPS16	2	0				
MRPS17	1	0				
MRPS18A	1	0				
MRPS18B	4	0				
MRPS18C	1	0				
MRPS2	3	0				
MRPS21	1	0				
MRPS22	1	0				
MRPS25	7	0				
MRPS27	3	0				
MRPS28	2	0				
MRPS30	1	0				
MRPS33	1	0				
MRPS5	6	0				
MRPS6	1	0				
MRPS7	13	0				
MRS2	2	4				
MRTFA	0	3				
MRTFB	0	2				
MS4A1	20	0				
MS4A2	16	0				
MS4A3	2	1				
MS4A4A	9	0				
MS4A4E	3	0				
MS4A6A	8	0				
MS4A7	4	3				
MS4A8	1	0				
MSC	4246	393	x	mesenchymal stem cells	x	
MSH2	107	7				
MSH3	2	0				
MSH4	3	0				
MSH5	3	4				
MSH6	86	1				
MSI1	20	163				
MSI2	1	6				
MSL1	2	2				
MSL2	6	4				
MSL3	3	2				
MSLN	8	4			x	
MSMB	2	0				
MSMO1	2	0				
MSMP	19	0	x	macrolide\-susceptible M. pneumoniae		
MSN	129	42	 x		x	
MSR1	20	3				
MSRA	30	37			x	
MSRB1	2	1				
MSS51	2	0				
MST1	10	2				
MST1R	7	0				
MSTN	26	3				
MSX1	10	0				
MSX2	0	3				
MT-ATP6	7	0				
MT-ATP8	4	0				
MT-CO1	1	0				
MT-CO2	2	1				
MT-CO3	1	0				
MT-CYB	2	0				
MT-ND1	0	4				
MT-ND3	2	0				
MT-ND4L	1	0				
MT-ND5	2	1				
MT-RNR1	1	0				
MT-TC	1	0				
MT-TE	1	0				
MT-TK	2	0				
MT-TL1	1	0				
MT-TL2	1	0				
MT1A	7	4				
MT1B	5	0				
MT1E	9	0				
MT1F	10	0				
MT1G	14	0				
MT1H	4	0				
MT1M	8	0				
MT1X	11	0				
MT2A	10	1				
MT3	8	1				
MT4	93	0				
MTA1	22	0				
MTA2	2	1				
MTA3	24	0				
MTAP	113	3				
MTBP	23	1				
MTCH1	6	2				
MTCH2	2	5				
MTCP1	4	0				
MTDH	15	0				
MTERF2	1	0				
MTERF3	5	0				
MTERF4	1	0				
MTF1	60	5				
MTF2	0	1				
MTFMT	5	0				
MTFP1	0	4				
MTFR1	0	28				
MTHFD1	100	0				
MTHFD1L	3	0				
MTHFD2L	1	0				
MTHFR	305	0				
MTHFS	4	0				
MTIF3	3	1				
MTM1	7	0				
MTMR10	1	0				
MTMR11	1	0				
MTMR2	13	0				
MTMR3	4	0				
MTMR4	5	0				
MTMR6	1	0				
MTMR7	2	0				
MTNR1A	2	0				
MTNR1B	4	2				
MTOR	83	2482				
MTPAP	2	1				
MTPN	1	0				
MTR	198	20	x	magnetization transfer ratio	/	Mtr
MTRF1	2	0				
MTRNR2L6	1	0				
MTRR	24	9				
MTSS1	1	0				
MTTP	17	1			x	
MTUS2	1	0				
MTX2	2	0				
MUC1	534	40				
MUC12	4	0				
MUC13	26	3				
MUC15	9	0				
MUC16	41	9				
MUC17	13	0				
MUC19	5	0				
MUC2	269	39				
MUC20	11	1				
MUC21	1	0				
MUC22	1	0				
MUC3A	1	0				
MUC4	119	149				
MUC5AC	769	106				
MUC5B	468	76				
MUC6	48	2				
MUC7	31	0				
MUC8	5	0				
MUL1	5	0				
MUPP	4	1				
MUS81	3	3				
MUSK	68	243	x		x	
MUTYH	5	6				
MVB12A	6	0				
MVB12B	1	0				
MVD	656	8	x	microvessel density; microvascular decompression; ...	x	
MVK	102	13				
MVP	255	7		messy	x	
MX1	665	789				
MX2	93	130				
MXD1	2	1				
MXD3	2	0				
MXI1	7	40				
MXRA8	9	39				
MYADM	3	1				
MYB	35	46				
MYBBP1A	1	3				
MYBL1	3	0				
MYBL2	8	0				
MYBPC2	5	0				
MYBPC3	33	11				
MYBPH	1	3			x	
MYBPHL	4	3				
MYC	386	561				
MYCBP	2	0				
MYCBP2	12	0				
MYCL	1	0				
MYCN	386	3				
MYD88	221	2283				
MYF5	0	55				
MYH1	0	1				
MYH10	1	0				
MYH11	22	5				
MYH13	1	0				
MYH14	5	0				
MYH15	4	0				
MYH16	1	0				
MYH2	0	2				
MYH3	4	0				
MYH6	23	6				
MYH7	35	7				
MYH7B	3	0				
MYH8	1	0				
MYH9	52	2				
MYL1	8	1				
MYL12A	4	0				
MYL12B	2	0				
MYL2	13	1				
MYL3	15	0				
MYL4	3	3				
MYL5	1	0				
MYL6	7	0				
MYL6B	4	2				
MYL7	0	4				
MYL9	25	3				
MYLK	41	0				
MYLPF	6	0				
MYO10	1	1				
MYO15A	5	0				
MYO15B	2	0				
MYO18A	8	0				
MYO18B	1	0				
MYO19	0	1				
MYO1A	1	6				
MYO1B	1	2				
MYO1C	2	1				
MYO1F	1	0				
MYO1G	4	0				
MYO3A	1	0				
MYO5A	3	0				
MYO5B	5	0				
MYO5C	3	0				
MYO6	13	3				
MYO7A	13	1				
MYO9B	0	8				
MYOC	15	13			x	
MYOCD	5	3				
MYOD1	2	26				
MYOF	13	14			x	
MYOG	4	11			/	Myog
MYOM1	1	0				
MYOM2	2	3				
MYOT	2	0				
MYOZ1	0	3				
MYOZ2	1	2				
MYRF	3	1				
MYSM1	11	0				
MYT1	0	13				
MYT1L	8	1				
MZB1	20	0				
MZF1	10	0				
N4BP2	3	0				
N4BP3	2	0				
NAA15	1	0				
NAA20	1	0				
NAAA	0	1			x	
NAALADL1	1	0				
NAALADL2	2	0				
NAALADL2-AS2	4	0				
NAB1	0	5				
NAB2	5	21				
NABP1	1	0				
NACA	47	5	x		/	Naca
NACAD	1	0				
NAE1	4	0				
NAF1	2	6				
NAGA	2	20			x	
NAGK	11	0				
NAGLU	8	2			x	
NAGS	3	2			x	
NAIF1	1	0				
NAIP	52	3				
NALCN	33	0				
NALCN-AS1	1	0				
NAMA	12	38	x	National Assets Management Agency	x	
NAMPT	43	30				
NANOG	85	134				
NANOS2	1	0				
NANOS3	1	1				
NANP	32	0				
NANS	11	197			x	
NAP1L1	4	0				
NAP1L2	1	0				
NAP1L4	1	0				
NAPA	12	33	x		x	
NAPB	0	8			x	
NAPG	1	1				
NAPRT	4	0				
NAPSA	6	0				
NARF	2	0				
NARS2	12	0				
NASP	3	35			x	
NAT1	49	4				
NAT10	2	0				
NAT2	104	0				
NAT8	6	1				
NAT8B	1	0				
NATP	20	1	x	Neonatal alloimmune thrombocytopenia	x	
NAV1	3	2				
NAV2	0	4				
NBAS	33	1		messy	x	
NBEAL2	1	0				
NBL1	2	0				
NBN	18	14			x	
NBPF1	2	0				
NBPF11	2	0				
NBPF6	1	0				
NBPF7	1	0				
NBR1	54	2				
NCALD	7	0				
NCAM1	19	1				
NCAM2	3	0				
NCAN	3	7			x	
NCAPD3	1	0				
NCAPG	1	0				
NCAPG2	1	0				
NCBP1	0	1				
NCDN	0	1			x	
NCEH1	0	2				
NCF1	63	76				
NCF1B	3	0				
NCF1C	3	0				
NCF2	31	1				
NCF4	11	0				
NCK1	5	1				
NCK2	8	0				
NCKAP1L	4	0				
NCKIPSD	2	0				
NCL	649	18	x	neuronal ceroid lipofuscinosis	x	
NCMAP	2	0				
NCOA1	10	1				
NCOA2	17	4				
NCOA3	4	0				
NCOA4	6	0				
NCOA6	0	1				
NCOA7	5	1				
NCOR1	11	3				
NCOR2	2	2				
NCR1	48	7				
NCR2	23	0				
NCR3	25	0				
NCSTN	6	0				
NDC1	0	1				
NDC80	2	1				
NDE1	1	6				
NDEL1	2	0				
NDFIP1	0	6				
NDFIP2	1	0				
NDN	35	0	x			
NDP	68	1	x		x	
NDRG1	52	1				
NDRG2	14	0				
NDST1	14	3				
NDST2	2	0				
NDST3	2	0				
NDST4	1	0				
NDUFA10	8	1				
NDUFA11	1	0				
NDUFA12	1	0				
NDUFA13	7	0				
NDUFA4	7	0				
NDUFA4L2	7	0				
NDUFA5	3	0				
NDUFA7	2	0				
NDUFA9	5	1				
NDUFAB1	2	1				
NDUFAF1	2	0				
NDUFAF2	1	0				
NDUFAF5	2	0				
NDUFAF6	2	0				
NDUFAF7	1	0				
NDUFB10	5	0				
NDUFB2	1	0				
NDUFB3	1	1				
NDUFB4	1	0				
NDUFB5	1	0				
NDUFB6	1	0				
NDUFB8	16	0				
NDUFB9	4	0				
NDUFS1	1	0				
NDUFS2	5	5				
NDUFS3	5	0				
NDUFS4	17	0				
NDUFS6	6	0				
NDUFS7	1	0				
NDUFS8	1	0				
NDUFV1	5	5				
NDUFV2	17	2				
NEAT1	334	17				
NEB	1107	10	x		x	
NEBL	2	4			x	
NECAB3	2	0				
NECTIN1	6	5				
NECTIN2	2	2				
NECTIN4	1	17				
NEDD4	273	264				
NEDD4L	8	24				
NEDD8	167	98				
NEDD9	2	0				
NEFH	11	1				
NEFL	21	3				
NEFM	1	1				
NEIL1	8	10				
NEIL2	6	0				
NEIL3	6	4				
NEK1	0	6				
NEK11	1	0				
NEK2	3	2				
NEK4	3	2				
NEK6	2	1				
NEK7	21	0				
NEK9	5	0				
NELFA	0	1				
NELFB	1	0				
NELFCD	1	0				
NELFE	0	1				
NELL1	4	0				
NELL2	1	1				
NEO1	10	1				
NES	701	364	x		x	
NET1	8	9				
NETO2	1	0				
NEU1	26	23				
NEU2	16	17				
NEU3	10	34				
NEU4	12	27				
NEURL3	5	0				
NEUROD1	0	7				
NEUROD2	0	6				
NEUROD4	0	1				
NEUROG1	2	1				
NEUROG3	6	2				
NEXN	1	0				
NEXN-AS1	1	0				
NF1	346	3				
NF2	112	17				
NFAM1	3	0				
NFASC	0	7			x	
NFAT5	53	0				
NFATC1	30	64				
NFATC2	28	37				
NFATC2IP	1	0				
NFATC3	27	18				
NFATC4	7	3				
NFE2	4	0				
NFE2L1	1	0				
NFE2L2	50	1				
NFE2L3	89	0				
NFIA	8	1			x	
NFIB	25	2				
NFIC	3	0				
NFIL3	23	1				
NFIX	5	0				
NFKB1	105	35				
NFKB2	61	7				
NFKBIA	110	19				
NFKBIB	5	4				
NFKBID	4	0				
NFKBIE	1	0				
NFKBIL1	1	0				
NFKBIZ	10	22				
NFS1	1	0				
NFU1	2	0				
NFX1	1	0				
NFXL1	4	0				
NFYA	4	0				
NFYB	2	0				
NFYC	1	0				
NGB	24	3	x		x	
NGF	804	4			x	
NGFR	46	4				
NGLY1	30	9				
NHEJ1	13	0				
NHLRC1	3	0				
NHP2	7	13				
NHS	5119	323	x		x	
NHSL2	0	14				
NID1	19	0				
NID2	4	0				
NIN	25	89	x		x	
NINJ1	12	14				
NINJ2	1	0				
NINL	2	0				
NIPA1	2	0				
NIPA2	2	0				
NIPAL4	6	0				
NIPBL	15	0				
NIPSNAP1	6	0				
NISCH	1	56			x	
NIT2	16	12				
NKAP	1	0				
NKD1	18	1				
NKD2	1	0				
NKG7	7	2				
NKILA	15	0				
NKIRAS1	5	0				
NKRF	13	2				
NKTR	3	0				
NKX2-1	38	1				
NKX2-2	1	1				
NKX2-5	20	25				
NKX3-1	5	0				
NLGN1	2	0				
NLGN2	32	0				
NLGN3	10	0				
NLGN4X	1	0				
NLGN4Y	1	0				
NLK	3	0				
NLN	36	0	x			
NLRC3	27	1				
NLRC4	256	11				
NLRC5	68	3				
NLRP1	177	4				
NLRP10	3	0				
NLRP11	13	0				
NLRP12	164	4				
NLRP14	12	0				
NLRP2	10	0				
NLRP3	3575	114				
NLRP4	7	0				
NLRP5	4	0				
NLRP6	133	23				
NLRP7	30	0				
NLRP8	1	0				
NLRP9	10	0				
NLRX1	246	3				
NMB	250	2	x	neuromuscular blockade, others	x	
NMD3	1	2				
NME1	9	0				
NME1-NME2	1	0				
NME2	9	6				
NME3	1	0				
NME4	1	0				
NME5	4	1				
NME6	1	0				
NME7	2	0				
NMI	318	225				
NMNAT1	5	1				
NMNAT2	8	0				
NMNAT3	5	0				
NMRAL1	1	0				
NMRK1	6	0				
NMRK2	2	0				
NMS	212	210	x		x	
NMT1	13	11				
NMT2	8	0				
NMU	57	7		Neural Mutiplication Unit		
NMUR1	5	0				
NMUR2	4	0				
NNAT	15	0				
NNMT	36	1				
NNT	236	13	x	Number Needed to Treat	x	
NOA1	4	0				
NOB1	1	0				
NOCT	5	2	x		x	
NOD1	204	50				
NOD2	706	124				
NODAL	8	2248			x	
NOG	99	1165	x	non operative group	x	
NOL10	1	0				
NOL11	1	0				
NOL3	0	1				
NOL4	1	0				
NOL6	11	0				
NOL7	1	0				
NOLC1	2	0				
NONO	50	11				
NOP10	3	2				
NOP53	120	1				
NOP56	3	8				
NOP58	4	12				
NORAD	0	2			x	
NOS1	53	2				
NOS1AP	1	0				
NOS2	538	52				
NOS3	165	2				
NOSIP	0	9			x	
NOSTRIN	2	13				
NOTCH1	74	305				
NOTCH2	27	51				
NOTCH3	21	24				
NOTCH4	14	7				
NOTO	0	61			x	
NOTUM	0	8			x	
NOX1	90	44				
NOX3	14	4				
NOX4	149	111				
NOX5	8	8				
NOXA1	3	3				
NOXO1	3	1				
NPAS2	8	2				
NPAS4	1	3				
NPAT	4	0				
NPB	76	0	x			
NPC1	1569	2				
NPC1L1	111	1				
NPC2	151	2				
NPDC1	2	0				
NPEPPS	9	0				
NPFF	12	2				
NPHP1	27	0				
NPHP3	9	8				
NPHP4	13	0				
NPHS1	48	2				
NPHS2	115	4				
NPIPB3	46	0				
NPL	137	6	x		x	
NPLOC4	1	0				
NPM1	803	11				
NPM2	15	4				
NPM3	19	0				
NPNT	3	18				
NPPA	27	13				
NPPB	106	1	x	messy		
NPPC	3	0				
NPR1	6	2				
NPR2	11	1				
NPR3	9	5				
NPRL2	1	0				
NPRL3	1	0				
NPS	1537	5605	x	nasopharyngeal swabs	x	
NPSR1	2	0				
NPTN	11	0				
NPTX1	2	0				
NPTX2	16	3				
NPTXR	1	0				
NPW	136	0	x	nasopharyngeal washings		
NPY	487	59				
NPY1R	6	0				
NPY2R	5	0				
NPY5R	4	0				
NPY6R	0	1				
NQO1	147	8				
NQO2	3	0				
NR0B1	3	0				
NR0B2	8	3				
NR1D1	4	1				
NR1D2	1	1				
NR1H2	1	1				
NR1H3	3	2				
NR1H4	1	0				
NR1I2	4	1				
NR1I3	3	2				
NR2E1	0	1				
NR2E3	1	0				
NR2F1	2	2				
NR2F2	3	6				
NR2F6	2	0				
NR3C1	40	1				
NR3C2	10	23				
NR4A1	11	8				
NR4A2	21	1				
NR4A3	17	3				
NR5A1	18	0				
NR5A2	6	4				
NR6A1	0	1				
NRAS	172	85			x	
NRAV	328	6				
NRBF2	4	0				
NRBP2	7	0				
NRCAM	6	4				
NRDC	3	0	x	Natural Resources Defense Council		
NREP	5	3	x		x	
NRF1	29	17				
NRG1	56	48				
NRG2	1	2				
NRG3	0	1				
NRG4	0	4				
NRIP1	1	0				
NRIR	33	0				
NRK	137	0	x	normal rat kidney epithelial cell		
NRL	201	2	x		x	
NRM	1744	7	x	Non-Relapse Mortality	x	
NRN1	2	0				
NRON	69	0				
NRP1	159	30				
NRP2	33	3				
NRROS	7	0				
NRSN1	1	0				
NRXN1	13	0				
NRXN2	1	0				
NRXN3	2	0				
NSD1	19	0				
NSD2	1	0				
NSD3	8	0				
NSDHL	14	0				
NSF	587	5	x		x	
NSFL1C	5	0				
NSG1	0	4				
NSL1	0	1				
NSMF	3	0				
NSUN2	26	0				
NT5C	1	0				
NT5C2	10	0				
NT5C3A	1	0				
NT5DC1	2	0				
NT5E	9	2				
NT5M	1	0				
NTAN1	1	0				
NTF3	4	0				
NTM	1930	1	x	Nontuberculous mycobacteria	x	
NTN1	8	0				
NTN5	4	0				
NTNG1	17	0				
NTNG2	1	0				
NTPCR	1	0				
NTRK1	16	0				
NTRK2	8	0				
NTRK3	5	0				
NTS	646	1740	x		x	
NTSR1	6	0				
NTSR2	4	2				
NUAK1	1	0				
NUAK2	1	0				
NUB1	3	0				
NUBP1	0	8				
NUBP2	0	7				
NUCB1	3	0				
NUCB2	0	1				
NUCKS1	3	0				
NUDC	4	6				
NUDT1	1	0				
NUDT13	7	0				
NUDT14	2	0				
NUDT16	20	2				
NUDT17	0	2				
NUDT19	2	0				
NUDT2	45	0				
NUDT21	16	1				
NUDT3	3	0				
NUDT5	1	0				
NUDT7	1	0				
NUDT9	1	0				
NUGGC	1	0				
NUMA1	4	0				
NUMB	8	45			/	Numb
NUMBL	0	1				
NUP107	2	4				
NUP133	2	4				
NUP153	10	68				
NUP155	0	2				
NUP160	5	5				
NUP188	2	0				
NUP205	0	6				
NUP210	2	1				
NUP214	7	22				
NUP35	2	1				
NUP37	0	1				
NUP43	5	1				
NUP50	0	3				
NUP54	3	3				
NUP58	1	1				
NUP62	7	55				
NUP85	1	1				
NUP88	4	7				
NUP93	5	27				
NUP98	30	120				
NUPR1	6	0				
NUS1	1	0				
NUSAP1	0	1				
NUTF2	5	1				
NUTM1	6	0				
NVL	2	0				
NXF1	276	4				
NXF2	1	0				
NXF3	3	0				
NXN	1	8			x	
NXNL2	1	0				
NXT1	5	1				
NXT2	1	0				
NYX	1	1			x	
OAF	60	2	x		x	
OARD1	21	0				
OAS1	1353	49				
OAS2	371	35				
OAS3	311	21				
OASL	347	4				
OAT	130	218	x		x	
OATP1	1	1				
OAZ1	35	2				
OAZ2	1	0				
OAZ3	1	0				
OBSCN	1	1				
OBSL1	34	1				
OCA2	34	0				
OCIAD1	1	0				
OCIAD2	1	0				
OCLN	157	3				
OCM	30	0	x			
OCRL	19	0				
OCSTAMP	1	0				
ODAM	1	0				
ODC1	42	2				
OFD1	22	0				
OGA	17	6			x	
OGDH	6	0				
OGDHL	3	0				
OGFOD1	2	0				
OGFR	1	0				
OGG1	87	15				
OGN	4	3				
OGT	108	6		messy	x	
OIP5-AS1	1	0				
OIT3	2	0				
OLA1	2	0				
OLAH	0	22			x	
OLFM2	0	6				
OLFM4	32	17				
OLFML3	0	6				
OLIG1	1	16				
OLIG2	10	152				
OLIG3	0	2				
OLR1	4	0				
OMA1	8	3				
OMD	26	1	x		x	
OMG	32	0	x			
OMP	425	53	x	outer membrane protein	x	
ONECUT1	2	0				
OPA1	89	11				
OPALIN	1	4				
OPCML	3	0				
OPLAH	1	0				
OPN1SW	1	0				
OPRD1	2	0				
OPRL1	0	1				
OPRM1	17	0				
OPTC	1	0				
OPTN	186	1		Organ Procurement and Transplantation Network		
OR10G9	1	0				
OR10H1	1	0				
OR11H12	1	0				
OR14J1	3	0				
OR1F1	1	0				
OR1G1	1	0				
OR2H1	1	0				
OR4C11	1	0				
OR4C5	10	0				
OR4C6	2	0				
OR4E2	2	0				
OR4F15	1	0				
OR4K1	1	0				
OR4K2	1	0				
OR4K5	1	0				
OR4M1	1	0				
OR4N2	1	0				
OR4P4	1	0				
OR4Q3	1	0				
OR4S2	2	0				
OR51E1	2	0				
OR51Q1	1	0				
OR52B6	1	0				
OR52N1	1	0				
OR5AC2	1	0				
OR5M8	1	0				
OR5P3	1	0				
OR5V1	1	0				
OR7D4	4	0				
OR8D1	1	0				
OR8S1	1	0				
OR8U1	1	0				
ORAI1	33	57				
ORAI2	0	2				
ORC1	3	17				
ORC2	2	6				
ORC4	1	4				
ORC5	0	2				
ORC6	0	3				
ORM1	7	0				
ORM2	5	4				
ORMDL1	1	0				
ORMDL2	4	0				
ORMDL3	65	0				
OS9	23	0				
OSBP	408	0				
OSBP2	2	0				
OSBPL1A	2	0				
OSBPL7	5	0				
OSBPL8	2	0				
OSCAR	42	125			x	
OSCP1	1	0				
OSGEP	2	0				
OSGIN1	2	0				
OSM	226	30			x	
OSMR	23	1				
OSR1	3	2				
OST4	3	1				
OSTC	6	0				
OSTF1	1	0				
OSTM1	8	1				
OTC	479	21	x	over the counter		
OTOA	1	0				
OTOF	10	2			x	
OTOG	3	0				
OTOGL	6	0				
OTOP2	1	0				
OTOR	0	31			x	
OTOS	0	1			x	
OTP	55	2		messy	x	
OTUB1	68	8				
OTUB2	16	0				
OTUD1	4	0				
OTUD3	54	0				
OTUD4	6	0				
OTUD5	5	2				
OTUD6A	1	0				
OTUD6B	1	0				
OTUD7B	2	0				
OTULIN	21	4				
OTX1	0	2				
OTX2	1	6				
OVAAL	0	3			x	
OVGP1	2	0				
OVOL1	12	0				
OXCT1	2	0				
OXER1	0	1				
OXGR1	2	0				
OXSR1	1	0				
OXT	364	6				
OXTR	56	10				
P2RX2	2	2				
P2RX7	25	3				
P2RY1	0	3				
P2RY11	1	0				
P2RY12	29	27				
P2RY13	3	1				
P2RY14	1	1				
P2RY2	0	1				
P2RY4	0	1				
P2RY6	0	2				
P3H3	1	0				
P4HA1	12	0				
P4HA2	1	0				
P4HB	25	0				
P4HTM	1	0				
PA2G4	3	0				
PABPC1	74	5				
PABPC3	1	0				
PABPC4	14	0				
PABPN1	26	0				
PABX	1	8			x	
PACRG	2	0				
PACS1	1	0				
PACS2	4	0				
PACSIN1	2	1				
PACSIN2	10	0				
PACSIN3	2	0				
PADI2	1	0				
PADI3	5	2				
PADI4	12	0				
PAEP	9	0				
PAF1	4	2				
PAFAH1B1	3	0				
PAFAH1B2	3	0				
PAFAH1B3	11	0				
PAG1	1	2				
PAGE1	0	1				
PAGE2	0	4				
PAGE3	0	2				
PAGE4	0	3				
PAGE5	0	1				
PAGR1	1	0				
PAH	2049	12	x	pulmonary arterial hypertension	x	
PAICS	24	4			x	
PAIP1	10	7				
PAIP2	6	6				
PAK1	212	21				
PAK2	26	0				
PAK3	17	3				
PAK4	37	1				
PAK6	8	0				
PALB2	27	0				
PALM	180	2594	x		x	
PALM2	1	0				
PALM3	98	0				
PALMD	1	0				
PAM	1183	93	x		x	
PAN2	3	14				
PAN3	6	22				
PANCR	0	2			x	
PANDAR	1	0				
PANK1	2	0				
PANK2	4	0				
PANX1	17	47				
PANX2	0	1				
PANX3	0	1				
PAOX	4	0				
PAPOLA	1	3			x	
PAPPA	18	34			x	
PAPPA-AS1	1	0				
PAPPA2	1	0				
PAPSS1	1	0				
PAPSS2	1	0				
PAQR3	1	0				
PAQR5	1	0				
PAQR7	0	6				
PARD3	8	9				
PARD3B	1	0				
PARD6A	2	0				
PARG	239	2			x	
PARK7	12	0				
PARL	8	10			x	
PARN	25	1				
PARP1	522	7				
PARP10	189	2				
PARP11	16	0				
PARP12	56	1				
PARP14	153	6				
PARP15	47	0				
PARP16	15	0				
PARP2	51	0				
PARP3	32	0				
PARP4	63	0				
PARP6	5	0				
PARP8	4	0				
PARP9	139	6				
PART1	0	2				
PARTICL	0	4			x	
PARVA	1	88			x	
PARVB	0	4				
PARVG	0	5				
PASD1	6	0				
PASK	4	13	x	german	x	
PATE1	0	7				
PATJ	31	0				
PATL1	5	15				
PATL2	1	0				
PAWR	3	0				
PAX1	12	1				
PAX2	32	14				
PAX3	21	5				
PAX4	8	1				
PAX5	52	24				
PAX6	25	46				
PAX7	10	38				
PAX8	35	20				
PAX9	1	0				
PBK	32	28	x	primary bovine kidney, etc	x	
PBOV1	1	18				
PBRM1	2	0				
PBX1	14	1				
PBX2	1	0				
PBX3	1	0				
PC	1588	164	x		x	
PCA3	64	0				
PCAT2	0	1				
PCBD1	1	0				
PCBD2	10	0				
PCBP1	63	1				
PCBP1-AS1	1	0				
PCBP2	449	1				
PCBP3	6	0				
PCBP4	10	0				
PCCA	27	20			x	
PCCB	19	0				
PCDH1	7	0				
PCDH10	2	0				
PCDH11X	2	0				
PCDH15	6	1				
PCDH17	5	0				
PCDH19	7	0				
PCDH20	2	0				
PCDH7	2	0				
PCDH8	1	0				
PCDH9	5	0				
PCDHA2	1	0				
PCDHA3	1	0				
PCDHB1	1	0				
PCDHB13	2	0				
PCDHB5	3	0				
PCDHB8	1	0				
PCDHGA6	2	0				
PCDHGB2	1	0				
PCDHGB4	1	0				
PCF11	7	2				
PCGEM1	5	0				
PCGF1	1	0				
PCGF2	1	0				
PCGF5	4	0				
PCID2	0	1				
PCK1	20	2				
PCK2	14	0				
PCLO	0	7			x	
PCM1	7	6				
PCNA	843	31			x	
PCNA-AS1	1	0				
PCNP	1	12			x	
PCNT	8	3			x	
PCOLCE2	1	1				
PCP2	2	1				
PCP4	10	0				
PCP4L1	0	7				
PCSK1	23	0				
PCSK1N	0	9				
PCSK2	25	0				
PCSK4	6	0				
PCSK5	20	0				
PCSK6	15	0				
PCSK7	25	0				
PCSK9	297	51				
PCTP	10	2				
PCYT1A	3	0				
PDC	366	2079	x	acronyms	x	
PDCD1	19	26				
PDCD10	12	2				
PDCD11	1	0				
PDCD1LG2	4	0				
PDCD2	1	0				
PDCD4	61	8				
PDCD5	7	0				
PDCD6	3	9				
PDCD6IP	9	2				
PDCL	2	0				
PDCL2	0	2				
PDE10A	0	1				
PDE11A	3	0				
PDE12	57	0				
PDE1A	3	1				
PDE1B	3	0				
PDE1C	2	1				
PDE2A	16	0				
PDE3A	13	2				
PDE3B	23	0				
PDE4A	21	3				
PDE4B	18	2				
PDE4C	1	1				
PDE4D	23	8				
PDE4DIP	6	1				
PDE5A	15	1				
PDE6A	0	5				
PDE6B	2	3				
PDE6C	6	1				
PDE6D	1	0				
PDE6G	3	0				
PDE7A	1	0				
PDE8A	3	0				
PDE9A	6	0				
PDF	821	256	x		x	
PDGFA	20	8				
PDGFB	28	31				
PDGFC	2	4				
PDGFD	4	0				
PDGFRA	97	33				
PDGFRB	27	14				
PDHA1	14	0				
PDHA2	9	0				
PDHB	6	1	x			
PDHX	2	0				
PDIA2	1	1				
PDIA3	53	4				
PDIA4	47	0				
PDIA5	2	2				
PDIA6	29	0				
PDIK1L	3	0				
PDK1	299	8				
PDK2	46	17				
PDK3	5	0				
PDK4	30	1				
PDLIM1	4	0				
PDLIM2	13	0				
PDLIM3	1	0				
PDLIM4	0	1				
PDLIM5	2	0				
PDP1	1	1				
PDPK1	13	0				
PDPN	77	22	x			
PDPR	0	1			x	
PDS5A	1	0				
PDSS2	2	0				
PDX1	26	15				
PDXK	1	1				
PDXP	2	3				
PDYN	0	2				
PDZD11	1	0				
PDZD2	2	0				
PDZD7	8	1				
PDZD8	7	0				
PDZK1	11	1				
PDZRN3	3	0				
PDZRN3-AS1	1	0				
PEAK1	7	0				
PEAK3	0	1				
PEBP1	9	1				
PECAM1	28	6				
PECR	1	0				
PEF1	0	3				
PEG10	85	1				
PEG3	8	2				
PELI1	5	10				
PELI2	0	45				
PELO	1	131			x	
PELP1	7	1				
PEMT	16	0				
PENK	62	9			x	
PEPB	1	7				
PEPC	2	7				
PEPD	16	2				
PEPE	1	64			x	
PER1	58	77				
PER2	35	34				
PER3	2	1				
PERM1	0	1				
PERP	2	2			x	
PES1	3	3				
PEX1	9	3				
PEX10	10	1				
PEX11A	0	2				
